acct_ref,cust_ref,has_dependents,tenure_mo,home_phone,multi_line,internet_plan,add_on_security,add_on_backup,add_on_protection,tech_support_std,stream_tv,stream_movies,contract_term,e_bill_opt_in,pay_method,monthly_fee,total_billed,left_flag,fiscal_qtr,gender,age_years,is_married,dependents_count,referred_friend,referrals_count,recent_offer,avg_long_dist_fee,internet_tech,avg_gb_download,premium_support,stream_music,unlimited_data_opt,refunds_total,extra_data_fees_total,long_dist_fees_total
ACCT303514,CUST73695996,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.05,5925.75,No,Q3,Male,36,Yes,0,Yes,4,NA,31.79,Fiber Optic,13,Yes,No,Yes,0,0,1812.03
ACCT691931,CUST19511973,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.7,4747.2,No,Q3,Female,73,Yes,0,Yes,3,NA,2.98,Fiber Optic,7,No,Yes,No,0,140,140.06
ACCT772692,CUST38348219,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.9,1028.9,No,Q3,Female,47,No,0,No,0,NA,34.18,Fiber Optic,19,No,No,Yes,0,0,444.34
ACCT855476,CUST13677266,No,8,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.45,226.45,Yes,Q3,Male,55,No,0,No,0,Offer E,0,Cable,4,No,No,No,0,0,0
ACCT367674,CUST28008724,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,4364.1,Yes,Q3,Female,19,Yes,0,Yes,4,NA,11.24,Fiber Optic,59,No,Yes,Yes,0,0,494.56
ACCT439243,CUST57858418,Yes,71,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,66.2,4692.55,No,Q3,Male,42,Yes,3,No,0,Offer A,37.03,DSL,26,No,No,Yes,0,0,2629.13
ACCT106924,CUST33739188,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,2433.9,Yes,Q3,Male,70,Yes,0,Yes,3,Offer C,49.76,Fiber Optic,11,No,Yes,Yes,0,0,1194.24
ACCT272918,CUST80950621,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.2,1217.25,Yes,Q3,Male,75,No,0,No,0,NA,12.08,Fiber Optic,5,No,No,Yes,0,0,181.2
ACCT907270,CUST95077529,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,19.75,No,Q3,Female,57,No,0,No,0,NA,37.62,NA,0,No,No,No,0,0,37.62
ACCT148358,CUST79447129,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.6,154.3,No,Q3,Male,73,No,0,No,0,NA,15.19,Fiber Optic,30,No,No,Yes,0,0,30.38
ACCT371181,CUST88720727,No,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,116.5,6382.55,No,Q3,Male,70,No,0,No,0,NA,29.3,Fiber Optic,10,Yes,No,Yes,0,0,1611.5
ACCT623438,CUST15355543,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,106.8,7623.2,No,Q3,Male,67,No,0,No,0,NA,34.8,Fiber Optic,21,Yes,No,Yes,0,0,2470.8
ACCT790385,CUST94185450,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.95,1261.45,No,Q3,Male,33,Yes,1,Yes,3,NA,22.3,NA,0,No,No,No,0,0,1115
ACCT493734,CUST79014671,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.25,89.25,No,Q3,Male,49,No,0,No,0,NA,16.64,Fiber Optic,2,No,Yes,Yes,0,0,16.64
ACCT225510,CUST30709916,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,86.05,No,Q3,Male,32,No,0,No,0,NA,21.01,NA,0,No,No,No,0,0,105.05
ACCT660013,CUST73539053,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),104.55,6779.05,No,Q3,Female,44,No,0,No,0,Offer A,16.39,Fiber Optic,26,Yes,No,Yes,0,0,1081.74
ACCT466501,CUST40402142,Yes,49,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,87.2,4345,No,Q3,Female,32,Yes,2,Yes,4,NA,33.07,DSL,23,Yes,Yes,Yes,0,0,1620.43
ACCT719594,CUST94133736,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.75,82.85,No,Q3,Female,75,Yes,0,Yes,7,NA,0,DSL,3,No,No,Yes,0,0,0
ACCT788688,CUST12780321,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.7,1714.55,No,Q3,Male,32,Yes,3,Yes,3,Offer A,42.84,NA,0,No,No,No,0,0,2827.44
ACCT407840,CUST12193595,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.2,893.2,No,Q3,Male,31,No,2,No,0,NA,5.84,Fiber Optic,10,No,Yes,No,0,30,64.24
ACCT996250,CUST69292180,No,28,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),30.1,810.85,No,Q3,Male,29,No,0,No,0,Offer C,0,DSL,48,Yes,No,Yes,0,0,0
ACCT956331,CUST76451756,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.35,6347.55,No,Q3,Male,31,Yes,0,Yes,9,NA,30.44,Fiber Optic,20,No,No,Yes,0,0,1978.6
ACCT588737,CUST99905353,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.2,1123.65,No,Q3,Female,45,No,0,No,0,NA,24.03,NA,0,No,No,No,0,0,1489.86
ACCT267960,CUST59587795,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.1,43.15,No,Q3,Female,38,Yes,0,Yes,9,NA,32.86,NA,0,No,No,No,0,0,65.72
ACCT531467,CUST77938895,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,35.1,No,Q3,Female,57,No,0,No,0,NA,2.46,NA,0,No,No,No,0,0,4.92
ACCT246952,CUST60123587,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.65,1388,No,Q3,Female,36,Yes,3,Yes,1,Offer B,1.44,NA,0,No,No,No,0,0,79.2
ACCT320571,CUST96846184,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,1743.5,Yes,Q3,Female,38,Yes,0,Yes,1,Offer D,4.91,Fiber Optic,15,No,Yes,Yes,0,0,83.47
ACCT613558,CUST45478486,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),94.4,2638.1,No,Q3,Female,64,No,0,No,0,NA,2.67,Fiber Optic,27,Yes,Yes,Yes,0,0,80.1
ACCT312367,CUST18534136,No,17,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,56.1,946.95,No,Q3,Male,58,No,0,No,0,NA,36.47,Cable,15,No,No,Yes,0,0,619.99
ACCT666985,CUST21035450,Yes,16,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),68.25,1114.85,No,Q3,Female,32,Yes,1,Yes,10,NA,20.12,Cable,30,Yes,Yes,Yes,0,0,321.92
ACCT308140,CUST30196574,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1777.6,No,Q3,Male,25,No,0,No,0,Offer A,29.29,NA,0,No,No,No,0,0,2108.88
ACCT137355,CUST73852045,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,684.85,No,Q3,Male,48,No,0,No,0,NA,34.75,Fiber Optic,3,No,No,Yes,0,0,312.75
ACCT182333,CUST38652277,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.35,74.35,No,Q3,Female,43,No,0,No,0,NA,24.41,Fiber Optic,4,No,No,Yes,0,0,24.41
ACCT212213,CUST42811799,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.45,159.2,No,Q3,Male,28,No,3,No,0,NA,1.95,NA,0,No,No,No,0,0,15.6
ACCT902707,CUST10167018,Yes,19,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,34.95,610.2,No,Q3,Male,23,Yes,1,Yes,3,NA,0,Cable,52,No,No,Yes,0,0,0
ACCT907571,CUST66286856,No,7,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.65,404.35,No,Q3,Female,46,No,0,No,0,Offer E,40.42,Cable,17,No,No,Yes,0,0,282.94
ACCT563870,CUST48743641,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,104,6363.45,No,Q3,Male,24,No,0,No,0,Offer B,45.69,Fiber Optic,48,No,Yes,Yes,0,0,2787.09
ACCT757694,CUST67964497,No,57,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.35,4124.65,No,Q3,Female,32,Yes,0,Yes,1,Offer B,48,Cable,24,Yes,No,Yes,0,0,2736
ACCT641688,CUST37360732,Yes,15,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.85,950.75,No,Q3,Male,31,No,3,No,0,NA,43.69,DSL,29,No,Yes,Yes,0,0,655.35
ACCT471806,CUST49550762,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,19.65,No,Q3,Female,42,No,0,No,0,Offer E,23.67,NA,0,No,No,No,0,0,23.67
ACCT579421,CUST76794554,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.9,505.95,No,Q3,Female,39,Yes,0,No,0,NA,30.79,DSL,4,No,No,Yes,0,0,369.48
ACCT671858,CUST22069285,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.8,169.65,No,Q3,Male,40,Yes,2,Yes,1,Offer E,25.9,DSL,19,No,No,Yes,0,0,103.6
ACCT204767,CUST77959944,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.3,526.7,Yes,Q3,Female,21,No,0,No,0,NA,39.21,Fiber Optic,42,No,Yes,No,0,10,274.47
ACCT268487,CUST66075274,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,393.15,No,Q3,Female,23,Yes,0,Yes,1,NA,27.96,NA,0,No,No,No,0,0,559.2
ACCT412993,CUST45297174,Yes,26,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,45.8,1147,No,Q3,Female,51,No,2,No,0,NA,0,DSL,19,Yes,Yes,Yes,0,0,0
ACCT766017,CUST94262952,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,3021.6,Yes,Q3,Male,71,Yes,0,Yes,1,Offer C,31.65,Fiber Optic,15,No,No,Yes,0,0,1139.4
ACCT914843,CUST49570363,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.95,5718.2,No,Q3,Female,36,Yes,0,Yes,1,Offer B,18,Fiber Optic,20,Yes,Yes,Yes,0,0,954
ACCT537580,CUST76866024,No,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,191.35,Yes,Q3,Male,48,No,0,No,0,NA,35.64,Cable,6,Yes,Yes,Yes,0,0,106.92
ACCT638412,CUST89969574,No,68,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),64.35,4539.6,No,Q3,Female,38,No,0,No,0,Offer A,0,DSL,28,Yes,Yes,No,0,130,0
ACCT700104,CUST71170526,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,6397.6,No,Q3,Male,64,Yes,2,Yes,1,Offer A,20.63,DSL,26,Yes,Yes,Yes,0,0,1485.36
ACCT529617,CUST34740243,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.95,280.4,No,Q3,Male,61,No,0,No,0,Offer D,25.57,NA,0,No,No,No,0,0,306.84
ACCT797185,CUST76867263,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.6,2718.3,Yes,Q3,Female,79,Yes,0,Yes,1,Offer C,25.84,Fiber Optic,15,No,No,Yes,0,0,878.56
ACCT402526,CUST96973491,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),84.7,5711.05,No,Q3,Female,52,Yes,0,Yes,1,Offer A,7.87,Fiber Optic,4,No,No,Yes,0,0,535.16
ACCT619849,CUST33946832,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,36.45,36.45,Yes,Q3,Female,79,No,0,No,0,NA,0,Cable,26,No,No,Yes,0,0,0
ACCT906221,CUST44767624,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,4133.95,No,Q3,Female,78,No,0,No,0,Offer B,6.33,Fiber Optic,15,No,No,Yes,0,0,259.53
ACCT896425,CUST96076238,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,2917.65,No,Q3,Male,79,Yes,0,Yes,1,Offer C,48.02,Fiber Optic,24,Yes,No,Yes,0,0,1440.6
ACCT674497,CUST84687564,No,1,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.3,54.3,No,Q3,Male,62,No,0,No,0,Offer E,34.02,DSL,24,No,No,No,0,10,34.02
ACCT594739,CUST37657031,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,2964.8,No,Q3,Male,69,Yes,1,Yes,1,Offer C,49.36,Fiber Optic,19,No,No,Yes,0,0,1431.44
ACCT923540,CUST95080422,Yes,23,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.1,2198.3,No,Q3,Female,20,Yes,2,Yes,1,Offer D,27.97,Cable,51,Yes,Yes,Yes,0,0,643.31
ACCT533834,CUST39264523,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,1189.9,No,Q3,Male,49,No,2,No,0,Offer B,16.59,NA,0,No,No,No,0,0,995.4
ACCT415754,CUST74605985,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.45,1914.5,No,Q3,Female,21,Yes,0,Yes,1,Offer A,22.22,NA,0,No,No,No,0,0,1599.84
ACCT229479,CUST19306731,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,2001.5,Yes,Q3,Male,39,No,0,No,0,Offer D,39.58,Fiber Optic,12,No,No,Yes,0,0,870.76
ACCT522426,CUST66386612,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.1,5336.35,No,Q3,Male,32,No,0,No,0,Offer A,15.03,Cable,22,Yes,No,Yes,0,0,1082.16
ACCT571705,CUST46476042,No,47,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,80.35,3825.85,Yes,Q3,Female,73,Yes,0,Yes,1,NA,38.31,Fiber Optic,7,No,No,No,0,90,1800.57
ACCT282525,CUST53895736,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.5,5703.25,No,Q3,Female,19,No,0,No,0,Offer B,43.79,Fiber Optic,82,Yes,Yes,Yes,0,0,2233.29
ACCT673218,CUST61231990,Yes,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.7,225.65,No,Q3,Male,44,No,1,No,0,Offer E,25.04,Cable,17,Yes,Yes,Yes,0,0,75.12
ACCT133491,CUST51744928,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.2,3382.3,No,Q3,Female,52,No,0,No,0,NA,11.73,Fiber Optic,30,No,No,No,0,0,434.01
ACCT514099,CUST59303976,No,37,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),65.6,2313.8,No,Q3,Male,35,No,0,No,0,NA,38.43,Cable,30,Yes,No,Yes,0,0,1421.91
ACCT905378,CUST60849560,No,24,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.65,933.3,Yes,Q3,Female,74,Yes,0,Yes,1,Offer C,0,Cable,29,No,No,Yes,0,0,0
ACCT916113,CUST55184757,Yes,14,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.45,780.85,No,Q3,Female,29,Yes,2,Yes,4,Offer D,42.64,DSL,69,Yes,No,Yes,0,0,596.96
ACCT244480,CUST14853858,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.95,7852.4,No,Q3,Male,58,Yes,0,Yes,9,Offer A,40.78,Fiber Optic,22,Yes,Yes,Yes,0,0,2936.16
ACCT430631,CUST55259201,No,53,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,60.45,3184.25,Yes,Q3,Male,61,Yes,0,Yes,1,NA,0,DSL,13,Yes,Yes,Yes,0,0,0
ACCT573708,CUST28541315,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,764.95,Yes,Q3,Female,58,Yes,0,Yes,1,NA,29,Fiber Optic,30,No,Yes,Yes,0,0,232
ACCT857598,CUST91582848,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),38.5,2763,No,Q3,Male,25,Yes,3,Yes,8,Offer A,0,DSL,82,No,No,Yes,0,0,0
ACCT485948,CUST37696083,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55,1614.7,No,Q3,Female,77,Yes,0,Yes,9,NA,3.83,Fiber Optic,20,No,No,Yes,0,0,65.11
ACCT137060,CUST98188189,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.55,145.4,Yes,Q3,Female,27,Yes,0,Yes,1,NA,8.5,Fiber Optic,59,No,Yes,Yes,0,0,17
ACCT943729,CUST93509846,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.15,156.25,Yes,Q3,Female,24,Yes,0,Yes,1,NA,11.35,NA,0,No,No,No,0,0,90.8
ACCT102163,CUST38684363,No,48,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,34.7,1604.5,Yes,Q3,Female,31,Yes,0,Yes,1,NA,0,DSL,22,No,No,Yes,0,0,0
ACCT137322,CUST79847083,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.5,270.15,No,Q3,Female,51,No,0,No,0,Offer D,17.01,NA,0,No,No,No,0,0,170.1
ACCT445500,CUST77458056,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,20.6,No,Q3,Male,55,No,0,No,0,Offer E,1.48,NA,0,No,No,No,0,0,1.48
ACCT525789,CUST68220099,No,29,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),58,1734.5,No,Q3,Female,42,No,0,No,0,NA,14.46,DSL,25,Yes,No,Yes,0,0,419.34
ACCT315245,CUST29884773,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.45,7047.5,No,Q3,Female,65,Yes,3,Yes,7,Offer B,19.58,Fiber Optic,26,No,Yes,Yes,0,0,1272.7
ACCT511859,CUST11297199,No,8,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.5,573.15,No,Q3,Female,37,No,0,No,0,Offer E,8.73,DSL,28,No,No,Yes,0,0,69.84
ACCT882432,CUST71818218,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.45,7459,No,Q3,Male,35,Yes,1,Yes,5,Offer A,17.49,Fiber Optic,12,No,Yes,No,0,130,1259.28
ACCT147109,CUST24148119,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.15,306.05,No,Q3,Male,50,Yes,2,Yes,8,Offer D,33.9,NA,0,No,No,No,0,0,406.8
ACCT838891,CUST31399872,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,96.2,639.7,No,Q3,Male,22,No,0,No,0,NA,45.93,Fiber Optic,48,No,Yes,Yes,0,0,321.51
ACCT439669,CUST54463747,No,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.55,4533.9,Yes,Q3,Female,80,Yes,0,Yes,1,NA,13.84,Cable,18,Yes,No,No,0,140,595.12
ACCT446559,CUST82730392,Yes,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),94.35,5563.65,No,Q3,Male,54,Yes,2,Yes,2,Offer B,5.01,Fiber Optic,23,Yes,Yes,Yes,0,0,290.58
ACCT904855,CUST42223952,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,1587.55,Yes,Q3,Male,69,Yes,0,Yes,1,NA,15.16,Fiber Optic,7,No,No,Yes,0,0,242.56
ACCT853955,CUST21476899,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,842.9,Yes,Q3,Female,47,Yes,0,Yes,1,NA,16.88,Fiber Optic,6,No,Yes,Yes,0,0,135.04
ACCT712279,CUST76155418,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),105.75,4228.55,No,Q3,Female,24,Yes,0,Yes,5,Offer B,22.2,Fiber Optic,76,No,Yes,Yes,0,0,888
ACCT210621,CUST32144860,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,784.45,No,Q3,Male,43,No,0,No,0,Offer E,34.34,Fiber Optic,6,No,No,No,0,50,309.06
ACCT708028,CUST10685001,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,89.55,3729.75,No,Q3,Male,62,No,0,No,0,Offer B,45.22,Fiber Optic,15,Yes,No,Yes,0,0,1854.02
ACCT641308,CUST13617360,No,26,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),54.75,1406.9,No,Q3,Female,27,No,0,No,0,NA,39.84,Cable,42,No,No,Yes,0,0,1035.84
ACCT771580,CUST81739181,Yes,68,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),105.75,7322.5,No,Q3,Male,56,Yes,2,Yes,9,NA,8.88,Fiber Optic,17,Yes,Yes,Yes,0,0,603.84
ACCT370550,CUST45296281,No,65,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),105.85,6725.5,No,Q3,Female,65,Yes,0,Yes,10,Offer B,36.49,Fiber Optic,9,Yes,Yes,Yes,0,0,2371.85
ACCT203623,CUST58999278,No,55,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,64.2,3627.3,No,Q3,Male,47,No,0,No,0,Offer B,27.65,Cable,26,Yes,Yes,No,0,0,1520.75
ACCT331540,CUST58068384,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.7,1761.45,Yes,Q3,Male,20,No,0,No,0,Offer D,5.54,Fiber Optic,59,No,No,Yes,0,0,110.8
ACCT769306,CUST27977600,No,19,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),87.7,1725.95,No,Q3,Male,49,No,0,No,0,Offer D,43.11,Fiber Optic,2,Yes,Yes,Yes,0,0,819.09
ACCT868958,CUST60453362,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.3,4192.15,No,Q3,Female,42,No,0,No,0,Offer B,13.82,Fiber Optic,8,No,Yes,Yes,0,0,621.9
ACCT899301,CUST62684567,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.15,1411.2,No,Q3,Female,32,Yes,1,No,0,NA,26.85,NA,0,No,No,No,0,0,1879.5
ACCT725445,CUST12301697,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.05,264.55,No,Q3,Female,60,Yes,0,Yes,10,Offer D,40.34,NA,0,No,No,No,0,0,484.08
ACCT499175,CUST85358769,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.55,1173.55,No,Q3,Male,38,No,0,No,0,Offer D,13.88,Fiber Optic,8,No,Yes,Yes,0,0,166.56
ACCT744154,CUST91805053,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.5,7713.55,No,Q3,Male,68,Yes,0,Yes,7,NA,30.59,Fiber Optic,19,No,No,No,0,140,2171.89
ACCT638906,CUST51267232,No,35,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,73,2471.25,No,Q3,Male,79,No,0,No,0,NA,3.04,DSL,18,Yes,No,Yes,0,0,106.4
ACCT236156,CUST99329240,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,2227.8,No,Q3,Female,30,No,0,No,0,NA,38.78,Fiber Optic,59,No,No,Yes,0,0,1202.18
